tid,loc_name,address_1,latitude,longitude,city,state,RunID,RunDate,InsertUpdateTime,postal_code,country,neighborhood,address_2
7033,"Pragati Classic, Agashi Road - Virar (West)","Shop No.1, A-Wing, Pragati Classic, Agashi Road, Virar (West)",19.463007,72.777115,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401301,India,Virar (West),Agashigaon Bus Stop
7034,"Tulip Garden, Oswal Nagri - Nallasopara (East)","Shop No.1, Building No.21, Tulip garden CHSL, Oswal Nagri, Central Park Road, Nallasopara (East)",19.427502,72.81785,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401209,India,Nallasopara (East),Tandoor Chai Theka
7035,"Jayaraj, Narhe Gaon Road - Dhayari","Jayaraj, Narhe Gaon Road, Dhayri Village, Taluka Haveli",18.447079,73.813774,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411041,India,Taluka Haveli,Kailas Jeevan Factory
7036,"Sparsh Building, Udhyamnagar - Pimpri Chinchwad","Sparsh Building, Udhyamnagar, Vastu Udyog, Pimpri Waghere Village , Pimpri Chinchwad",18.634289,73.82019,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411018,India,Pimpri Chinchwad,Hotel Daksh
7037,"City Square CSL, Godrej Garden City - Jagatpur","Shop No. G-020B, City Square Commerial CSL, Godrej Garden City, Jagatpur",23.114014,72.554146,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382470,India,Jagatpur,19 Cinema
7038,"Shayona Shikhar, New SG Road - Gota","Shop No.1, Shayona Shikhar, Block No. A, New SG Road, behind Vishwakarma Temple, Gota",23.097122,72.54832,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382481,India,Gota,BAPS Swaminarayan Mandir Shayona Tilak
7039,"Angel Arcade, Virat Nagar Road - Nikol","Shop No.12, Angel Arcade, Virat Nagar Road, Opp. Palm Hotel, Nikol",23.031876,72.67293,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382350,India,Nikol,Indus Hospital
7040,"Sindhi Colony, Hansol - Sardar Nagar","Shop No. 248/B, Sindhi Colony, Main Road, Sardaar Nagar, Hansol",23.080944,72.62138,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382475,India,Hansol,Sai Baba Mandir
7041,"Sparsh CHSL, Jai Hind Cross Road - Maninagar","Shop No. 2, Sparsh CHSL, Daxini Society, Jai Hind Cross Road, Maninagar",22.994656,72.60755,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380008,India,Maninagar,Doon International Public School
7042,"Shakun Building, Jambuwadi Path - Ambegaon Khurd","Shop No.3, Shakun Building, Dalvi Wasti, Jambuwadi Path, Ambegaon Khurd",18.433481,73.843956,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411046,India,Ambegaon Khurd,Lipake Vasti Bus Stop
7043,"Mahesh Darshan CHSL, Makhmali Talao - Thane (West)","Shop No. 1A, Mahesh Darshan CHSl, L.B.S. Marg, Near Makhmali Talao, Thane (West)",19.199425,72.97212,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,400601,India,Thane (West),Thane Bharat Sahakari Bank
7044,"Dharma Plaza Business Hub, Nikol Gan Road - Nikol","Shop no. 3, Dharma Plaza Business Hub, Opp. Khodiyar Temple, Nikol Gam Road, Nikol",23.041246,72.661804,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382350,India,"Nikol Gam Road, Nikol",Sri Khodiyar Matanu Mandir
7045,"Aatrey Rudra Elegance, Pushpkunj Road - Maninagar","Shop No. 4, Aatrey Rudra Elegance, Prankunj Society, Pushpkunj Road, Kankaria, Maninagar",23.001694,72.59828,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380008,India,"Kankaria, Maninagar",Pranshankar Hall Bus Stop
7046,"Ameya Classic Club, Yashwant Nagar Road - Virar (West)","Shop No.1, Building No.17, Ameya Classic Club, Yashwant Nagar Road, Virar (West)",19.442465,72.80971,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401303,India,Virar (West),Yashwant Nagar Cricket Ground
7047,"Siddhivinayak Arcade, Makwana Complex - Virar (East)","Shop No.4, Building No.4, Siddhivinayak Arcade, Veer Savarkar Marg, Narangi Village, Virar (East)",19.46452,72.814514,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401305,India,Virar (East),Anusaya Children Hospital
7048,"Srinivasa Nagar Colony, Hi-Tension Road - Kapra","Srinivasa Nagar Colony, Block No. 1, Hi-Tension Road, Adjacent to Road No.3, Kapra",17.47994,78.5624,Secunderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500062,India,Kapra,Sai Ganga Kalyana Mandapam
7049,"Vraj Arcade CSL, Shri Balaji Road - Nava Naroda","Shop No.10, The Vraj Arcade CSL, Shri Balaji Road, Near Swaminarayan Mandir, Nava Naroda",23.080143,72.67257,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,Nava Naroda,Opp Vitthal Velocity
7050,"Madhusudan Business Park, Narol Naroda Road - Naroda","Shop No.5, Block No. A, The Madhusudan Business Park CHSL, Opposite Naroda GIDC, Naroda",23.08316,72.65697,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,Naroda,Maan Petrol Pump
7051,"Daftari Complex, M. B. Estate - Virar (West)","Shop No.7, Daftary Complex CHSL, M. B. Estate, Kamanwala Nagar, Virar (West)",19.453732,72.80608,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401303,India,Virar (West),Kalyani Children's Hospital
7052,"Amenity, Kalpataru Regency II - Kalyani Nagar","Shop No. 1, Amenity, Kalpataru Regency  II, Road No.10, Palace View Society, Kalyani Nagar",18.550571,73.904106,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411006,India,Kalyani Nagar,Supreme Hotel
7053,"Rajgruhi Business Hub, Gangadham Sahtrunjay Road - Kondhwa Budruk","Shop No. 3, Rajgruhi Business Hub, Near Gokul Hotel, Gangadham Shatrunjay Road, Kondhwa Budruk",18.460707,73.87753,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411048,India,Kondhwa Budruk,V.I.T. Corner Bus Stop
7054,"Kudale Plaza, Savta Mali Nagar - Pimpri Colony","Shop No. 2, Kudale Plaza, Tapovan Mandir Road, Savta Mali Nagar, Pimpri Colony, Pimpri-Chinchwad",18.616552,73.80057,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411018,India,"Pimpri Colony, Pimpri-Chinchwad",Hotel Shree Ganesh
7055,"Marigold CHSL, Anand Nagar - Vadgaon Budruk","Shop No.1, Ground Floor, Marigold CHSL, Anand Nagar, Sinhgad Police Station Road, Vadgaon Budruk",18.472488,73.81417,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411041,India,Vadgaon Budruk,Sinhgad Road Police Station
7056,"Saral Heights CHSL, Science City - Sola","Shop no. 13, B Block, Saral Heights CHSl, Science City, Near GSC Bank, Vrundavan Party Plot Road, Sola",23.076763,72.519325,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380060,India,Sola,Pinnacle Grand Hotels & Banquets
7057,"Sunrise Business Centre, Nikol Gam Road - Nikol","Shop No. 19, Sunrise Business Centre, Nikol Gam Road, Near Sunrise Circle, Nikol",23.040367,72.67296,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382350,India,"Near Sunrise Circle, Nikol",Sunrise Women's & Medical Hospital
7058,"Nagamalla Nest, Krishna Nagar Colony - Moula Ali","Ground Floor, Nagamalla Nest, Krishna Nagar Colony, NFC Main Road, Mallapur Village, Moula Ali",17.45133,78.568306,Secunderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500040,India,Moula Ali,Krishna Nagar Bus Stop
7059,Jayanti Nagar Main Road - Horamavu,"84/2, Ground Floor, Jayanti Nagar Main Road, Jayanti Nagar, Near V M Grandeur, Horamavu",13.025418,77.66797,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560043,India,Horamavu,VIBGYOR High School
7060,"Madhireddy MRR Centro, Aravind Nagar - Rampally","Madhireddy MRR CETRO, Nagaram Village, Aravind Nagar, Medchal-Malkajgiri District",17.493639,78.60557,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500083,India,Medchal-Malkajgiri District,Rampally X Road Bus Stop
7061,"Binori Pristine CHSL, 100 Feet Road - Satellite","Shop No.3, Ground Floor, Binori Pristine CHSL, Block No. B, 100 Feet Road, Satellite",23.014353,72.52299,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380015,India,Satellite,Auda Garden
7062,"Sree Krishna, Vijaya Bank Layout - Bilekahalli","Shree Krishna Building, Vijaya Bank Colony, Kutappa Garden, Bilekahalli Village",12.895822,77.61092,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560076,India,Bilekahalli Village,Masjid E Hamza
7063,"Suryam Aura, Jivanwadi Road - Nikol","Shop No.03, Block A, Ground Floor, Suryam Aura, Opp. Shiromani Residency, Behind Jivanwadi Road, Nikol",23.03722,72.65755,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380038,India,Nikol,Sattadhar Dining Hall
7064,"DNR Dumbala Complex, Sai Ram Nagar Colony - Chowdhariguda","Shop No.2, DNR Dumbala Complex, Sai Ram Nagar Colony, Road No. 1B, R.R.District, Chowdhariguda",17.413204,78.64105,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500039,India,Chowdhariguda,Venkatadri Township Bus Stop
7065,"Kaushalya Heights, Canal Road - Sama","Shop No. 1,Tower A, Kaushalya Heights, Chhani Canala Road, Near Preet Party Hall, Sama",22.350012,73.189606,Vadodara,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,390024,India,Sama,Solar Sub Station
7066,"Corner Point CSL, Makarpura Maneja Main Road - Maneja","Shop No. 18, Corner Point CSL, Opp. Voltamp, Makarpura Maneja Main Road, Mouje Jambuva",22.23203,73.18722,Vadodara,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,390013,India,Mouje Jambuva,Makarpura Hospital Unit-II
7067,Kenchena Halli Road - RR Nagar,"248/2, Ground Floor, Kenchena Halli Road, 5th Stage, Near Jnanakshi School, Halagevaderahalli, RR Nagar",12.911414,77.51354,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560098,India,"Halagevaderahalli, RR Nagar",Indian Oil Petrol Pump
7068,"Raja Complex, Vijay Char Rasta - Navrangpura","Shop No. 2, Ground Floor, Raja Complex, Vijay Char Rasta, Narvrangpura",23.042309,72.54947,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380009,India,Narvrangpura,HSG House
7069,"Santosh Nagar Main Road, Maruthi Nagar - Santosh Nagar","Shop No. 1, Ground Floor, Santosh Nagar Main road, Maruthi Nagar, Santosh Nagar",17.345148,78.50802,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500059,India,Santosh Nagar,Canara Bank
7070,"Metro Greens, Tilekar Nagar Road - Kondhwa","Shop No. 12, Ground Floor, Metroc Greens, Tilekar Nagar Road, Near Sinhgad City School, Opp Phoenix Arena Cricket & Football Turf, Katraj Kondhwa",18.44961,73.88416,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,411048,India,Katraj Kondhwa,Dhan Moti Super Market
7071,"Sabari, LIC Colony - Jeevan Bima Nagar","SABARI, LIC Colony, Kodihalli Village, HAL III Stage, Jeevan Bima Nagar",12.967851,77.654144,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560075,India,Jeevan Bima Nagar,Indian Oil Petrol Pump
7072,"Ornet Arcade, Aurobindo Society Road - Bodakdev","Shop No. 10, Ground Floor, Ornet Arcade, Near Vishvaketu Tower II, Opposite AUDA Garden, Aurobindo Society Road, Bodakdev",23.04026,72.5207,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380015,India,Bodakdev,Artho Care & Arthroscopy Centre
7073,"Rainbow Crossroad, Pune Nagar Highway - Wagholi","Shop No.8, Ground Floor, Rainbow Crossroad CSL, Pune Nagar Highway, Bakori Phata, Wagholi",18.589613,73.99683,Pune,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,412207,India,Wagholi,Mc Donald's
7074,"Jay Complex, Dasarahalli - Hebbal Kempapura","Shop No.1, Ground Floor, Jay Complex, Bhuvaneshwari Nagar, Dasarahalli Village, Hebbal Kempapura",13.054521,77.601906,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560024,India,Hebbal Kempapura,Bhuvaneshwari Park & Temple
7075,"Four Square CHSL, Vadsar Vishwamitri Road - Manjalpur","Shop No. 19, Tower A-B, Four Square CHSL, Billabong School Lane, Vadsar Vishwamitri Road, Manjalpur",22.272062,73.174,Vadodara,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,390010,India,Manjalpur,Woodsville
7076,"Makhija Complex, Maya Cinema Road - Kuber Nagar","Makhija Complex, Ground Floor, Plot No. 31, G Ward, Maya Cinema Road, Kuber Nagar",23.080734,72.64367,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382340,India,Kuber Nagar,Shyam Sunder Bakery
7077,"Adinath Tower, Kanti Park Road - Borivali West","Shop No.3, Adinath Tower, Eksar Village, Kanti Park Road, Near Witty World School, Chikuwadi",19.223982,72.83531,Mumbai,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,400092,India,Chikuwadi,Gorai Pumping Station Bus Stop
7078,"Avani Homes, Bapa Sitaram Chowk - Nava Naroda","Shop No. 28, Block E & F, Ground Floor, Avani Homes CHSL, Near Bapa Sitaram Square, Nava Naroda Road, Nava Naroda",23.05547,72.65856,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,Nava Naroda,Santoshi Mata Mandir
7079,"Maruti Shine, A Block - Nana Chiloda","Shop No.3, Ground Floor, A Block, Maruti Shine, Opp Royal Arcade, Nana Chiloda",23.107538,72.65883,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,Nana Chiloda,Royal Gujarat General Hospital
7080,"Crystal Icon 2, Kathwada Road - Naroda","Shop No.1, Crystal Icon-2, Near Shelbi Hospital, Kathwada Road, Naroda",23.069534,72.67783,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,Naroda,Sarathi Bunglow Bus Stop
7081,"Alok Paradise - 2, Alok Road - Vastral","Shop No. 1, Block A, Alok Paradise-2 CHSL, Bapa Sita Ram Chowk, Alok Road, Vastral",22.99244,72.66284,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382418,India,Vastral,Metro Mall
7082,"Swad Gali, Agashi Road - Virar West","Shop No. 277, Beside Yashwant Heights, Swad Gali, Agashi Road, Opp. Vidya Vihar English High School, Virat Nagar, Virar (West)",19.449438,72.80679,Thane,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,401303,India,Virar (West),Ayappa Temple
7083,"Shalivahana Nagar, SBI Colony - Dilsukhnagar","Plot No. 223, Shalivahana Nagar, Moosarambagh, SBI Colony, Dilsukhnagar",17.373072,78.52018,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500036,India,Dilsukhnagar,Spasta Multicuisine Family Restaurant & Banquet Hall
7084,"Varmaaja Annexe, Kaggadasapura Main Road - Vignan Nagar","Shop No. G-1, Ground Floor, Varmaaja Annexe, Kaggadasapura Main Road, Near Abbaiah Reddy Layout, Vignan Nagar",12.979869,77.67978,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560093,India,Vignan Nagar,Karnataka Bank
7085,"S V plaza, Mahadevpura - AECS Layout","S V Plaza, Site No. 267, Ground Floor, A Block, AECS Layout Main Road, Mahadevpura",12.963479,77.709305,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560037,India,Mahadevpura,Kidzee
7086,"Santorini Square CSL, Jodhpur Village - Satellite","Shop No.5, Santorini Square CSL,Near Abhishri Complex, Prernatirth Derasar Road, Jodhpur Village, Satellite",23.024899,72.52337,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380015,India,Satellite,IDFC First Bank
7087,"Tulsi Park View CHSL, Sorai Nagar - Vasna","Shop No.2, Tulsi Park View CHSL, Sorai Nagar, Near Rajyash Riverium, Vasna",22.993074,72.54416,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380007,India,Vasna,Swaminarayan Park Bus Stop
7088,"The Horizon Complex, Lalbaug Road - Manjalpur","Shop No.12, Ground Floor, The Horizon Complex, Opp. 331 Officer's Mess, Near Makarpura Police Station, Lalbaug Road, Manjalpur",22.271719,73.202545,Vadodara,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,390004,India,"Lalbaug Road, Manjalpur",Vishwas General Hospital & Maternity Home
7089,"Tarun Shakti CHSL, Bhumi Nagar - Ghatlodia","Shop No.1, Ground Floor, Tarun Shakti CHSL, Near Alkapuri Society, Bhumi Nagar Part 2, Ghatlodia",23.065722,72.53599,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380061,India,Ghatlodia,Shree Panchdev Temple
7090,"Sun Avenue One CSL, Ayojan Nagar - Bhudarpura","Shop No.6, Sun Avenue One Commercial CHSL, Maa Anandmayi Marg, Ayojan Nagar, Manekbaug Society, Bhudarpura",23.016335,72.53797,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380059,India,"Manekbaug Society, Bhudarpura",Saiyojan Society Bus Stop
7091,"Abhilasha Heights, Gopal Chowk Road - Nikol","Shop No. 9, Abhilasha Heights, Pushpavan Bungalows, Gopal Chowk Road, Near Shree Krishna Vidhyalaya, New Naroda, Nikol",23.04753,72.660736,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382350,India,"New Naroda, Nikol",Ramvilla Heights
7092,"Crystal Enclave CHSL, St. Anthony Road - Santacruz (East)","Shop No. 1, Crystal Enclave CHSL, St. Anthony's Road, Kadamwadi Junction, Opp Jazz Enclave, Vakola, Santacruz (East)",19.078924,72.85825,Mumbai,Maharashtra,46300,03-05-2022 09:01,03-05-2022 09:01,400055,India,"Vakola, Santacruz (East)",Crystal Pharmacy And Super Market
7093,"Lakshmi Nagar, Welllington Road - West Marredpally","House No.176/A, Ground Floor, Lakshmi Nagar, Near Picket, Wellington Road, West Marredpally",17.454632,78.50242,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500009,India,West Marredpally,Gandhian School
7094,"NSK Arcadia, JP Park - Yeshwanthpura","NSK ARCADIA, Ground Floor, BK Nagar 1st Main Road, Pampanagar, Near JP Park, Yeshwanthpura",13.03189,77.55365,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560022,India,Yeshwanthpura,Aishwarya Ladies PG
7095,"Sharanam Heights, Ashram Road - Jahangipura","Shop No. 6, Ground Floor, Building No. B-C, Sharanam Heights, Ashram Road, Jahangirpura",21.249075,72.79444,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395005,India,Jahangirpura,Aasharam Ashram
7096,"SNS Arista, Opp Happy Residency - Vesu","Shop No. 8, Ground Floor, SNS Arista CSL, Opp Happy Residency, Vesu",21.146795,72.76654,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395007,India,Vesu,Wheels and pieces Restaurant
7097,"Manibaug Society, Katargam Main Road - Katargam","Ground Floor, Manibaug Group Housing Society, Katargam Main Road, Near Hotel Parash Inn, Katargam",21.214659,72.8283,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395004,India,Katargam,Gopal Hospital
7098,"The Galleria Complex, Yogi Chowk - Nana Varacha","Shop No.16, The Galleria Complex, Yogi Chowk, Chikuwadi, Nana Varachha",21.213343,72.88478,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395010,India,Nana Varachha,City Civic Centre Yogi Bus Stop
7099,"Gopal Park CHSL, Sima Nagar - Palanpur","Shop No.1, Ground Floor, Gopal Park CHSL, Palanpore Village, Near Jalaram Temple, Palanpur Road, Sima Nagar",21.20913,72.77821,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395009,India,Sima Nagar,Raj Orion Shopping Mall
7100,"Sri Krishna, 7th Main Road - BTM Layout","Sri Krishna, 7th Main Road, Rashtrakavi Kuvempu Nagar, 2nd Stage, BTM Layout",12.910864,77.606575,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560076,India,"2nd Stage, BTM Layout",Namaste Restaurant
7101,"LK & Dr. Padmashree, Sri Colony - Neredmet X Road","Shop No. 102, 1st Floor, LK & Dr. Pradmashree Commercial Space, Sri Colony, Ramakrishnapuram, Neredmet X Road",17.481451,78.53616,Secunderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500056,India,Neredmet X Road,Berachah Prayer House
7102,"Neel Arcade & Bunglow, Kathwada Road - Nava Naroda","Shop No.7, Neel Arcade and Bunglow, Opposite Saint Xavier's School, Vasant Vihar 2, Kathwada Road, Nava Naroda",23.070322,72.67027,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382330,India,"Kathwada Road, Nava Naroda",Saint Xaviers English School Bus Stop
7103,"Trade Square, Aarav CHSL - Maninagar (East)","Shop No.13, Ground Floor, Aarav CHSL, Block X, Trade Square, Near Kokhara Circle, Maninagar East",23.002726,72.6193,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380008,India,Maninagar East,Rajarshi Tata Motors Showroom
7104,"The Elite CSL, S G Highway - Sola","Shop No.7, The Elite Co-operative Commercial Service Society Limited, Opposite Shapath Hexa, S G Highway, Near Kargil Petrol Pump, Sola",23.073902,72.525856,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380060,India,Sola,Senior Citizen Park
7105,"Abhilasha Residency, New India Colony Road - Nikol","Shop No.34, Abhilasha Residency, Block No.D, New India Colony Road, Nava Nikol",23.053719,72.67306,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382350,India,Nava Nikol,Ankur Row House Bus Stop
7106,"Sun Enclave, Jalaram Mandir Road - Kareli Bagh","Shop No. 14, Ground Floor, Sun Enclave, Jalaram Mandir Road, Kareli Bagh",22.312634,73.195946,Vadodara,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,390018,India,Kareli Bagh,Jalaram Temple
7107,"65th Cross Road, 5th Block - Rajaji Nagar","Property No.368, Ground Floor, 65th Cross Road, 5th block, Rajajinagar, Near Bashyam Circle",12.982755,77.55393,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560010,India,Near Bashyam Circle,Eminent Multi Gym
7108,"Siddappa Layout, Devasandra Main Road - Krishnarajapura","House site No.4, Ground Floor, Siddappa Layout, Bajaj Layout, Devasandra Main Road, Near NMPC Hospital, Krishnarajapura",13.0060835,77.70028,Bengaluru,Karnataka,46300,03-05-2022 09:01,03-05-2022 09:01,560036,India,Krishnarajapura,Devasandra Bus Stop
7109,"Pramukh Orbit-2 CSL, Canal Road - Vesu","Shop No. 3, Ground Floor, Pramukh Orbit -2 CSL, Besides Cellestial Dreams, Canal Road, Bharthana, Vesu",21.145367,72.7866,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395007,India,"Bharthana, Vesu",Satva Hospital
7110,"Parimala Ratna Vihar, Maruthi Nagar - Kothapet","Shop No. 4, Ground Floor, Parimala Ratna Vihar, Maruthi Nagar Road, Kothapet",17.373268,78.54139,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500060,India,Kothapet,Swetha Garden
7111,"Nagarjuna Nagar Colony, Street No 13 - Tarnaka","Ground Floor, Nagarjuna Nagar Colony, Near Tarnaka Pet Animal Clinic, Street No. 13, Tarnaka",17.429537,78.54191,Secunderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500017,India,"Street No. 13, Tarnaka",Maisamma Temple
7112,"Sahithi Nagar, Gaddinnaram - P&T Colony","Ground Floor, Plot No. 11, P&T Colony, New Post Office Road, Sahithi Nagar, Gaddiannaram Village",17.36237,78.52538,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500060,India,Gaddiannaram Village,Sri Venkateshwara Temple
7113,"Shivaay Enclave, Naroda Road - Saijpur Bogha","Shop No. 07, Ground Floor, Shivaay Enclave CSL, Plot No. 110, Krishna Nagar, Naroda Road, Patiya, Saijpur Bogha",23.063358,72.64173,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382345,India,"Patiya, Saijpur Bogha",Excise Chowki Bus Stop
7114,"Sovereign Shoppers CSL, Anand Mahal Road - Adajan","Shop No. 1, Ground Floor, Sovereign Shoppers CSL, Near Sindhu Seva Samiti School, Anand Mahal Road, Adajan",21.199484,72.79364,Surat,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,395009,India,Adajan,Varun Kidney Hospital
7115,"Vivekananda Nagar Colony, Dilsukhnagar - VV Nagar","Ground Floor, Vivekananda Nagar Colony, Dilsukhnagar,, Gaddiannaram, Near Sai Vanam Complex, VV Nagar",17.36266,78.53043,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500060,India,VV Nagar,VV Nagar Bus Stop
7116,"Shiromani Complex, Surendra Mangaldas Road - Ambawadi","Shop No. 13, Ground Floor, Shiromani Complex, Surendra Mangaldas Road, Acharya Narendradev Nagar, Opp. Ocean Park, Ambawadi",23.023216,72.53788,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380015,India,Ambawadi,Haridas Park Bus Stop
7117,"V N Greens CHSL, Nirnay Nagar - Nava Vadaj","Shop No.A6, Ground Floor, A Block, V N Greens CHSL, Nirnay Nagar, Behind Dream Square Shopping Mall, Nava Vadaj",23.07138,72.56052,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,380013,India,Nava Vadaj,Blooming Kidz Pre School
7118,"Tulsi Residency CSL, Block C - Chandkheda","Shop No.13, Ground Floor, Block C, Tulsi Residency CSL, Mansarovar Road, New Chandkheda",23.114109,72.56779,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382424,India,New Chandkheda,null
7119,"Samitha Enclave, KPHB Colony Road - Kukatpally","Ground Floor, Samitha Enclave, Phase-IX, KPHB Colony Road, Next to Taaza Super Market, Kukatpally",17.485455,78.38673,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500085,India,Kukatpally,Sahaja Aharam Organic Store
7120,"Savya Skyz, Sardar Patel Ring Road - Chandkheda","Shop No. A/01, Savya Skyz, Sardar Patel Ring Road, Near Shantavan Party Plot, Chandkheda",23.132523,72.574356,Ahmedabad,Gujarat,46300,03-05-2022 09:01,03-05-2022 09:01,382421,India,Chandkheda,Cricket Ground
7121,"Gokarnika Residency, Adagutta CHSL - Kukatpally","Shop No.3, Ground Floor, Gokarnika Residency, Adagutta CHSL, Street Number 8, Western Hills, Jal Vayu Vihar, Kukatpally",17.50045,78.39549,Hyderabad,Telangana,46300,03-05-2022 09:01,03-05-2022 09:01,500085,India,"Jal Vayu Vihar, Kukatpally",Fitness Plus Gym
